WT	drdd	logFC_drdd_WT	PValue_drdd_WT	FDR_drdd_WT
AT4TE22380	0	0	0	1	1
AT4TE22390	0	0	0	1	1
AT4TE22395	0	0	0	1	1
AT4TE22400	0	0	0	1	1
AT4TE22405	0	0	0	1	1
AT4TE22410	0	0	0	1	1
AT4TE22420	0	0	0	1	1
AT4TE22425	0	0	0	1	1
AT4TE22460	0	0	0	1	1
AT4TE22465	0	0	0	1	1
AT4TE22470	0	0	0	1	1
AT4TE22475	0	0	0	1	1
AT4TE22480	0	0	0	1	1
AT4TE22485	0	0	0	1	1
AT4TE22520	0	0	0	1	1
AT4TE22525	0	0	0	1	1
AT4TE22530	0	0	0	1	1
AT4TE22535	0	0	0	1	1
AT4TE22540	0	0	0	1	1
AT4TE22545	0	0	0	1	1
AT4TE22550	0	0	0	1	1
AT4TE22555	0	0	0	1	1
AT4TE22560	0	0	0	1	1
AT4TE22565	0	0	0	1	1
AT4TE22570	0	0	0	1	1
AT4TE22590	0	0	0	1	1
AT4TE22595	0	0	0	1	1
AT4TE22600	387.520490793686	423.43326022184	0.121039632656948	0.494840358290516	1
AT4TE22605	0	0	0	1	1
AT4TE22610	0	0	0	1	1
AT4TE22615	0	0	0	1	1
AT4TE22620	0	0	0	1	1
AT4TE22650	0	0	0	1	1
AT4TE22670	0	0	0	1	1
AT4TE22675	0	0	0	1	1
AT4TE22680	0	0	0	1	1
AT4TE22685	0	0	0	1	1
AT4TE22690	0	0	0	1	1
AT4TE22695	0	0	0	1	1
AT4TE22710	0	0	0	1	1
AT4TE22715	0	0	0	1	1
AT4TE22720	0	0	0	1	1
AT4TE22725	0	0	0	1	1
AT4TE22730	0	0	0	1	1
AT4TE22735	0	0	0	1	1
AT4TE22740	0	0	0	1	1
AT4TE22745	0	0	0	1	1
AT4TE22750	0	0	0	1	1
AT4TE22760	0	0	0	1	1
AT4TE22765	0	0	0	1	1
AT4TE22770	0	0	0	1	1
AT4TE22775	0	0	0	1	1
AT4TE22780	0	0	0	1	1
AT4TE22785	0	0	0	1	1
AT4TE22790	0	0	0	1	1
AT4TE22795	0	0	0	1	1
AT4TE22810	0	25.3865836611747	1.8495919853004	0.999999999999999	1
AT4TE22815	0	0	0	1	1
AT4TE22820	0	0	0	1	1
AT4TE22825	0	0	0	1	1
AT4TE22830	0	0	0	1	1
AT4TE22835	0	0	0	1	1
AT4TE22845	0	0	0	1	1
AT4TE22855	0	0	0	1	1
AT4TE22865	0	0	0	1	1
AT4TE22870	0	0	0	1	1
AT4TE22875	0	0	0	1	1
AT4TE22880	0	0	0	1	1
AT4TE22885	2950.03837585141	3561.6061866287	0.280173672166741	0.107750555484772	1
AT4TE22895	0	0	0	1	1
AT4TE22900	0	0	0	1	1
AT4TE22905	0	0	0	1	1
AT4TE22915	0	0	0	1	1
AT4TE22920	0	0	0	1	1
AT4TE22925	0	0	0	1	1
AT4TE22930	0	0	0	1	1
AT4TE22935	0	0	0	1	1
AT4TE22940	0	0	0	1	1
AT4TE22945	0	0	0	1	1
AT4TE22950	0	0	0	1	1
AT4TE22955	0	0	0	1	1
AT4TE22965	0	0	0	1	1
AT4TE22970	0	0	0	1	1
AT4TE22975	0	0	0	1	1
AT4TE23000	0	0	0	1	1
AT4TE23010	0	0	0	1	1
AT4TE23020	0	0	0	1	1
AT4TE23025	0	0	0	1	1
AT4TE23030	0	0	0	1	1
AT4TE23035	0	0	0	1	1
AT4TE23040	0	0	0	1	1
AT4TE23045	0	0	0	1	1
AT4TE23090	0	0	0	1	1
AT4TE23095	0	0	0	1	1
AT4TE23100	0	0	0	1	1
AT4TE23105	0	0	0	1	1
AT4TE23110	0	0	0	1	1
AT4TE23115	0	0	0	1	1
AT4TE23125	0	0.570378213694246	1.84959180262425	1	1
AT4TE23130	0	0	0	1	1
AT4TE23170	0	0	0	1	1
AT4TE23180	0	0	0	1	1
AT4TE23185	0	0	0	1	1
AT4TE23190	0	0	0	1	1
AT4TE23195	0	0	0	1	1
AT4TE23200	0	0	0	1	1
AT4TE23205	0	0	0	1	1
AT4TE23210	0	0	0	1	1
AT4TE23215	0	0	0	1	1
AT4TE23220	0	0	0	1	1
AT4TE23225	0	0	0	1	1
AT4TE23230	0	0	0	1	1
AT4TE23240	206.718677424398	0	-1.9221257012947	0.999999999999999	1
AT4TE23245	0	0	0	1	1
AT4TE23250	0	0	0	1	1
AT4TE23255	0	0	0	1	1
AT4TE23260	0	0	0	1	1
AT4TE23270	0	0	0	1	1
AT4TE23275	0	0	0	1	1
AT4TE23280	0	0	0	1	1
AT4TE23285	0	0	0	1	1
AT4TE23290	0	0	0	1	1
AT4TE23295	0	0	0	1	1
AT4TE23300	0	0	0	1	1
AT4TE23305	0	0	0	1	1
AT4TE23310	0	0	0	1	1
AT4TE23340	0	0	0	1	1
AT4TE23345	0	0	0	1	1
AT4TE23350	0	0	0	1	1
AT4TE23390	0	0	0	1	1
AT4TE23400	0	0	0	1	1
AT4TE23410	0	0	0	1	1
AT4TE23415	0	0	0	1	1
AT4TE23420	0	0	0	1	1
AT4TE23425	0	0	0	1	1
AT4TE23430	0	0	0	1	1
AT4TE23435	0	0	0	1	1
AT4TE23440	0	0	0	1	1
AT4TE23445	0	0	0	1	1
AT4TE23450	0	0	0	1	1
AT4TE23460	0	0	0	1	1
AT4TE23465	0	0	0	1	1
AT4TE23470	0	0	0	1	1
AT4TE23475	0	0	0	1	1
AT4TE23480	0	0	0	1	1
AT4TE23485	0	0	0	1	1
AT4TE23490	0	0	0	1	1
AT4TE23520	0	0	0	1	1
AT4TE23525	0	0	0	1	1
AT4TE23540	0	0	0	1	1
AT4TE23545	28.5676759635398	60.0489059384272	0.994388034164744	0.489545484734525	1
AT4TE23550	0	0	0	1	1
AT4TE23555	0	0	0	1	1
AT4TE23560	0	0	0	1	1
AT4TE23565	0	0	0	1	1
AT4TE23570	0	0	0	1	1
AT4TE23575	0	0	0	1	1
AT4TE23585	0	0	0	1	1
AT4TE23590	0	0	0	1	1
AT4TE23600	0	0	0	1	1
AT4TE23605	0	0	0	1	1
AT4TE23610	0	0	0	1	1
AT4TE23615	0	0	0	1	1
AT4TE23620	63.1236479885766	0	-3.58905243957159	0.157495827992943	1
AT4TE23630	0	0	0	1	1
AT4TE23640	0	0	0	1	1
AT4TE23645	0	0	0	1	1
AT4TE23650	0	0	0	1	1
AT4TE23655	0	0	0	1	1
AT4TE23665	0	0	0	1	1
AT4TE23670	0	0	0	1	1
AT4TE23675	0	0	0	1	1
AT4TE23680	0	0	0	1	1
AT4TE23685	0	0	0	1	1
AT4TE23690	0	0	0	1	1
AT4TE23695	0	0	0	1	1
AT4TE23700	0	0	0	1	1
AT4TE23705	0	0	0	1	1
AT4TE23710	0	0	0	1	1
AT4TE23715	0	0	0	1	1
AT4TE23720	0	0	0	1	1
AT4TE23725	0	0	0	1	1
AT4TE23735	0	0	0	1	1
AT4TE23740	0	0	0	1	1
AT4TE23745	0	0	0	1	1
AT4TE23750	0	0	0	1	1
AT4TE23755	0	0	0	1	1
AT4TE23760	0	0	0	1	1
AT4TE23765	0	0	0	1	1
AT4TE23770	0	0	0	1	1
AT4TE23775	40.4721828008908	0	-3.94608580987638	0.0969678394146461	1
AT4TE23780	0	0	0	1	1
AT4TE23785	0	0	0	1	1
AT4TE23790	0	0	0	1	1
AT4TE23795	0	0	0	1	1
AT4TE23800	0	0	0	1	1
AT4TE23805	0	0	0	1	1
AT4TE23810	0	0	0	1	1
AT4TE23815	0	0	0	1	1
AT4TE23820	0	0	0	1	1
AT4TE23825	0	0	0	1	1
AT4TE23830	0	0	0	1	1
AT4TE23840	0	0	0	1	1
AT4TE23845	0	0	0	1	1
AT4TE23850	0	0	0	1	1
AT4TE23860	0	0	0	1	1
AT4TE23865	0	0	0	1	1
AT4TE23870	0	0	0	1	1
AT4TE23875	0	0	0	1	1
AT4TE23880	0	0	0	1	1
AT4TE23885	0	0	0	1	1
AT4TE23930	0	0	0	1	1
AT4TE23935	0	0	0	1	1
AT4TE23940	0	0	0	1	1
AT4TE23945	0	0	0	1	1
AT4TE23950	0	0	0	1	1
AT4TE23955	0	0	0	1	1
AT4TE23960	0	0	0	1	1
AT4TE23990	0	0	0	1	1
AT4TE23995	0	0	0	1	1
AT4TE24000	0	0	0	1	1
AT4TE24005	0	0	0	1	1
AT4TE24010	0	0	0	1	1
AT4TE24015	0	0	0	1	1
AT4TE24020	0	0	0	1	1
AT4TE24030	0	0	0	1	1
AT4TE24035	0	0	0	1	1
AT4TE24040	0	0	0	1	1
AT4TE24045	0	0	0	1	1
AT4TE24050	0	0	0	1	1
AT4TE24060	0	0	0	1	1
AT4TE24065	0	0	0	1	1
AT4TE24070	0	0	0	1	1
AT4TE24075	0	0	0	1	1
AT4TE24085	0	20.7479769755387	1.80131583261852	1	1
AT4TE24090	0	0	0	1	1
AT4TE24095	0	0	0	1	1
AT4TE24100	0	0	0	1	1
AT4TE24105	0	0	0	1	1
AT4TE24115	0	0	0	1	1
AT4TE24120	0	0	0	1	1
AT4TE24125	0	0	0	1	1
AT4TE24135	0	0	0	1	1
AT4TE24170	0	0	0	1	1
AT4TE24175	0	0	0	1	1
AT4TE24180	0	0	0	1	1
AT4TE24185	0	0	0	1	1
AT4TE24190	0	0	0	1	1
AT4TE24230	0	0	0	1	1
AT4TE24235	0	0	0	1	1
AT4TE24260	0	0	0	1	1
AT4TE24265	0	0	0	1	1
AT4TE24275	0	0	0	1	1
AT4TE24280	0	0	0	1	1
AT4TE24285	0	0	0	1	1
AT4TE24310	0	0	0	1	1
AT4TE24315	0	0	0	1	1
AT4TE24320	0	0	0	1	1
AT4TE24325	0	0	0	1	1
AT4TE24330	0	0	0	1	1
AT4TE24335	91.2783770445396	0	-2.70405862498259	0.525396613495989	1
AT4TE24340	107.846274942009	14.6493291978804	-2.08883404010135	0.256938894479522	1
AT4TE24380	0	0	0	1	1
AT4TE24385	0	0	0	1	1
AT4TE24400	0	0	0	1	1
AT4TE24405	0	0	0	1	1
AT4TE24410	0	0	0	1	1
AT4TE24415	0	0	0	1	1
AT4TE24420	0	0	0	1	1
AT4TE24425	0	0	0	1	1
AT4TE24480	0	0	0	1	1
AT4TE24520	0	0	0	1	1
AT4TE24525	0	0	0	1	1
AT4TE24530	0	0	0	1	1
AT4TE24535	0	0	0	1	1
AT4TE24540	0	0	0	1	1
AT4TE24545	0	0	0	1	1
AT4TE24550	0	0	0	1	1
AT4TE24555	0	0	0	1	1
AT4TE24570	0	40.6241902126095	1.80131557736534	0.999999999999999	1
AT4TE24575	0	0	0	1	1
AT4TE24580	0	0	0	1	1
AT4TE24585	0	0	0	1	1
AT4TE24590	0	0	0	1	1
AT4TE24595	0	0	0	1	1
AT4TE24600	0	0	0	1	1
AT4TE24630	0	0	0	1	1
AT4TE24635	0	0	0	1	1
AT4TE24640	0	0	0	1	1
AT4TE24645	0	0	0	1	1
AT4TE24650	0	0	0	1	1
AT4TE24660	0	0	0	1	1
AT4TE24665	0	0	0	1	1
AT4TE24670	0	0	0	1	1
AT4TE24680	0	0	0	1	1
AT4TE24685	0	0	0	1	1
AT4TE24690	0	0	0	1	1
AT4TE24695	0	0	0	1	1
AT4TE24700	0	0	0	1	1
AT4TE24705	0	0	0	1	1
AT4TE24710	0	0	0	1	1
AT4TE24715	0	0	0	1	1
AT4TE24720	0	0	0	1	1
AT4TE24725	0	0	0	1	1
AT4TE24730	0	0	0	1	1
AT4TE24735	0	0	0	1	1
AT4TE24740	0	0	0	1	1
AT4TE24745	0	0	0	1	1
AT4TE24750	0	0	0	1	1
AT4TE24760	0	0	0	1	1
AT4TE24765	0	0	0	1	1
AT4TE24770	0	0	0	1	1
AT4TE24775	0	0	0	1	1
AT4TE24780	0	0	0	1	1
AT4TE24785	0	0	0	1	1
AT4TE24790	0	0	0	1	1
AT4TE24795	0	0	0	1	1
AT4TE24800	0	0	0	1	1
AT4TE24805	0	0	0	1	1
AT4TE24810	0	0	0	1	1
AT4TE24815	0	0	0	1	1
AT4TE24820	0	0	0	1	1
AT4TE24825	0	0	0	1	1
AT4TE24830	0	0	0	1	1
AT4TE24835	0	0	0	1	1
AT4TE24840	0	0	0	1	1
AT4TE24845	0	0	0	1	1
AT4TE24850	0	0	0	1	1
AT4TE24855	0	0	0	1	1
AT4TE24865	0	0	0	1	1
AT4TE24870	0	0	0	1	1
AT4TE24880	0	0	0	1	1
AT4TE24885	0	0	0	1	1
AT4TE24890	0	0	0	1	1
AT4TE24895	0	0	0	1	1
AT4TE24900	0	0	0	1	1
AT4TE24905	0	0	0	1	1
AT4TE24910	0	0	0	1	1
AT4TE24915	0	0	0	1	1
AT4TE24925	0	0	0	1	1
AT4TE24930	0	0	0	1	1
AT4TE24935	0	0	0	1	1
AT4TE24940	0	0	0	1	1
AT4TE24945	0	0	0	1	1
AT4TE24950	0	0	0	1	1
AT4TE24980	0	0	0	1	1
AT4TE24985	0	0	0	1	1
AT4TE24990	0	0	0	1	1
AT4TE24995	0	0	0	1	1
AT4TE25000	0	0	0	1	1
AT4TE25005	0	0	0	1	1
AT4TE25010	0	0	0	1	1
AT4TE25015	0	0	0	1	1
AT4TE25020	0	0	0	1	1
AT4TE25025	0	0	0	1	1
AT4TE25030	0	0	0	1	1
AT4TE25050	0	0	0	1	1
AT4TE25055	0	0	0	1	1
AT4TE25060	0	0	0	1	1
AT4TE25065	0	0	0	1	1
AT4TE25075	0	0	0	1	1
AT4TE25080	0	0	0	1	1
AT4TE25085	0	0	0	1	1
AT4TE25090	0	0	0	1	1
AT4TE25095	0	0	0	1	1
AT4TE25100	1.34954589716389	0	-1.92212567845786	1	1
AT4TE25105	0	0	0	1	1
AT4TE25130	0	0	0	1	1
AT4TE25160	0	0	0	1	1
AT4TE25170	0	0	0	1	1
AT4TE25175	0	0	0	1	1
AT4TE25185	0	0	0	1	1
AT4TE25190	0	0	0	1	1
AT4TE25195	0	0	0	1	1
AT4TE25200	0	0	0	1	1
AT4TE25205	0	0	0	1	1
AT4TE25215	0	0	0	1	1
AT4TE25220	0	0	0	1	1
AT4TE25225	0	0	0	1	1
AT4TE25230	0	0	0	1	1
AT4TE25235	0	0	0	1	1
AT4TE25240	0	0	0	1	1
AT4TE25245	0	0	0	1	1
AT4TE25250	0	0	0	1	1
AT4TE25255	0	0	0	1	1
AT4TE25260	0	0	0	1	1
AT4TE25265	0	0	0	1	1
AT4TE25270	0	0	0	1	1
AT4TE25275	0	0	0	1	1
AT4TE25280	0	0	0	1	1
AT4TE25285	0	0	0	1	1
AT4TE25290	0	0	0	1	1
AT4TE25295	0	0	0	1	1
AT4TE25300	0	0	0	1	1
AT4TE25305	0	0	0	1	1
AT4TE25320	0	0	0	1	1
AT4TE25325	22.7579792271431	39.5756314761327	0.77288244302851	0.715637238789452	1
AT4TE25330	0	0	0	1	1
AT4TE25335	746.081688668486	664.891499230912	-0.143879331832098	0.883014656754925	1
AT4TE25340	0	0	0	1	1
AT4TE25350	122.386778841436	200.14753955756	0.788563192817986	0.459156932170257	1
AT4TE25355	0	0	0	1	1
AT4TE25370	0	0	0	1	1
AT4TE25380	0	0	0	1	1
AT4TE25385	0	0	0	1	1
AT4TE25390	0	0	0	1	1
AT4TE25395	0	0	0	1	1
AT4TE25400	0	0	0	1	1
AT4TE25410	0	0	0	1	1
AT4TE25415	0	0	0	1	1
AT4TE25420	0	0	0	1	1
AT4TE25425	0	0	0	1	1
AT4TE25430	0	0	0	1	1
AT4TE25435	0	0	0	1	1
AT4TE25440	37.3172357639132	8.29207313087569	-1.74085586919012	0.443167777274316	1
AT4TE25470	0	0	0	1	1
AT4TE25475	0	0	0	1	1
AT4TE25480	0	0	0	1	1
AT4TE25485	0	0	0	1	1
AT4TE25490	0	0	0	1	1
AT4TE25495	0	0	0	1	1
AT4TE25540	0	0	0	1	1
AT4TE25545	0	0	0	1	1
AT4TE25570	0	0	0	1	1
AT4TE25575	0	0	0	1	1
AT4TE25580	0	0	0	1	1
AT4TE25585	0	0	0	1	1
AT4TE25590	0	0	0	1	1
AT4TE25595	0	0	0	1	1
AT4TE25630	0	0	0	1	1
AT4TE25635	0	0	0	1	1
AT4TE25640	0	0	0	1	1
AT4TE25645	0	0	0	1	1
AT4TE25680	0	0	0	1	1
AT4TE25690	0	0	0	1	1
AT4TE25695	0	0	0	1	1
AT4TE25700	0	0	0	1	1
AT4TE25710	0	0	0	1	1
AT4TE25715	0	0	0	1	1
AT4TE25720	0	0	0	1	1
AT4TE25725	0	0	0	1	1
AT4TE25730	0	0	0	1	1
AT4TE25735	0	0	0	1	1
AT4TE25740	0	0	0	1	1
AT4TE25745	0	0	0	1	1
AT4TE25770	7777.33264707225	12270.4099693599	0.595168857512627	0.255003758166528	1
AT4TE25775	145.039656335743	290.056718118031	1.06534850018842	1	1
AT4TE25780	0	0	0	1	1
AT4TE25785	0	0	0	1	1
AT4TE25790	0	0	0	1	1
AT4TE25795	0	0	0	1	1
AT4TE25805	0	0	0	1	1
AT4TE25810	0	0	0	1	1
AT4TE25850	0	0	0	1	1
AT4TE25860	0	0	0	1	1
AT4TE25865	0	0	0	1	1
AT4TE25870	0	0	0	1	1
AT4TE25875	0	0	0	1	1
AT4TE25885	0	0	0	1	1
AT4TE25890	0	0	0	1	1
AT4TE25910	0	0	0	1	1
AT4TE25915	0	0	0	1	1
AT4TE25920	0	0	0	1	1
AT4TE25925	0	0	0	1	1
AT4TE25930	0	0	0	1	1
AT4TE25940	0	0	0	1	1
AT4TE26000	0	0	0	1	1
AT4TE26005	0	0	0	1	1
AT4TE26010	0	0	0	1	1
AT4TE26015	0	0	0	1	1
AT4TE26020	0	0	0	1	1
AT4TE26025	0	0	0	1	1
AT4TE26035	0	0	0	1	1
AT4TE26045	0	0	0	1	1
AT4TE26050	0	0	0	1	1
AT4TE26055	0	0	0	1	1
AT4TE26060	0	0	0	1	1
AT4TE26065	0	0	0	1	1
AT4TE26070	0	0	0	1	1
AT4TE26075	0	0	0	1	1
AT4TE26080	0	0	0	1	1
AT4TE26085	0	0	0	1	1
AT4TE26090	0	0	0	1	1
AT4TE26095	0	0	0	1	1
AT4TE26100	0	0	0	1	1
AT4TE26105	0	0	0	1	1
AT4TE26110	0	0	0	1	1
AT4TE26115	0	0	0	1	1
AT4TE26120	0	0	0	1	1
AT4TE26125	0	0	0	1	1
AT4TE26150	0	0	0	1	1
AT4TE26155	0	0	0	1	1
AT4TE26160	0	0	0	1	1
AT4TE26165	0	0	0	1	1
AT4TE26180	0	0	0	1	1
AT4TE26185	0	0	0	1	1
AT4TE26190	0	0	0	1	1
AT4TE26195	0	0	0	1	1
AT4TE26200	0	0	0	1	1
AT4TE26210	0	0	0	1	1
AT4TE26240	0	0	0	1	1
AT4TE26245	0	0	0	1	1
AT4TE26250	0	0	0	1	1
AT4TE26255	0	0	0	1	1
AT4TE26260	0	0	0	1	1
AT4TE26265	0	0	0	1	1
AT4TE26270	0	0	0	1	1
AT4TE26275	0	0	0	1	1
AT4TE26280	0	0	0	1	1
AT4TE26290	0	0	0	1	1
AT4TE26295	0	0	0	1	1
AT4TE26300	0	0	0	1	1
AT4TE26305	0	0	0	1	1
AT4TE26310	0	0	0	1	1
AT4TE26315	0	0	0	1	1
AT4TE26320	0	0	0	1	1
AT4TE26325	0	0	0	1	1
AT4TE26330	0	0	0	1	1
AT4TE26335	0	0	0	1	1
AT4TE26345	0	0	0	1	1
AT4TE26350	0	0	0	1	1
AT4TE26355	0	0	0	1	1
AT4TE26360	0	0	0	1	1
AT4TE26365	0	0	0	1	1
AT4TE26370	0	0	0	1	1
AT4TE26490	0	0	0	1	1
AT4TE26500	0	0	0	1	1
AT4TE26505	0	0	0	1	1
AT4TE26510	0	0	0	1	1
AT4TE26515	0	0	0	1	1
AT4TE26550	0	0	0	1	1
AT4TE26555	0	0	0	1	1
AT4TE26560	0	0	0	1	1
AT4TE26565	0	0	0	1	1
AT4TE26570	0	0	0	1	1
AT4TE26580	0	0	0	1	1
AT4TE26620	0	0	0	1	1
AT4TE26660	0	0	0	1	1
AT4TE26665	0	0	0	1	1
AT4TE26670	0	0	0	1	1
AT4TE26680	0	0	0	1	1
AT4TE26685	0	0	0	1	1
AT4TE26690	0	0	0	1	1
AT4TE26695	0	0	0	1	1
AT4TE26700	0	0	0	1	1
AT4TE26705	0	0	0	1	1
AT4TE26710	0	0	0	1	1
AT4TE26715	100.406214748994	69.0611233614361	-0.120873607655226	1	1
AT4TE26740	0	0	0	1	1
AT4TE26810	0	0	0	1	1
AT4TE26815	0	0	0	1	1
AT4TE26820	0	0	0	1	1
AT4TE26830	0	0	0	1	1
AT4TE26835	0	0	0	1	1
AT4TE26845	0	0	0	1	1
AT4TE26850	0	0	0	1	1
AT4TE26855	0	0	0	1	1
AT4TE26860	0	0	0	1	1
AT4TE26940	0	0	0	1	1
AT4TE26960	0	0	0	1	1
AT4TE26965	0	0	0	1	1
AT4TE26970	0	0	0	1	1
AT4TE26975	0	0	0	1	1
AT4TE26985	0	0	0	1	1
AT4TE26990	0	0	0	1	1
AT4TE26995	0	0	0	1	1
AT4TE27005	0	0	0	1	1
AT4TE27010	0	0	0	1	1
AT4TE27015	0	0	0	1	1
AT4TE27020	0	0	0	1	1
AT4TE27025	0	0	0	1	1
AT4TE27030	0	113.605274417264	2.60394737973393	0.510570585230692	1
AT4TE27035	0	0	0	1	1
AT4TE27045	52.5846243973569	46.8812803523844	-0.0183324043987206	0.999999999999997	1
AT4TE27050	0	0	0	1	1
AT4TE27055	0	0	0	1	1
AT4TE27060	0	0	0	1	1
AT4TE27065	0	0	0	1	1
AT4TE27075	0	0	0	1	1
AT4TE27080	0	0	0	1	1
AT4TE27085	0	0	0	1	1
AT4TE27090	0	0	0	1	1
AT4TE27095	0	0	0	1	1
AT4TE27100	0	0	0	1	1
AT4TE27105	0	0	0	1	1
AT4TE27110	0	0	0	1	1
AT4TE27130	0	0	0	1	1
AT4TE27160	0	0	0	1	1
AT4TE27170	0	0	0	1	1
AT4TE27175	0	0	0	1	1
AT4TE27180	0	0	0	1	1
AT4TE27185	0	0	0	1	1
AT4TE27190	0	0	0	1	1
AT4TE27195	0	0	0	1	1
AT4TE27205	0	0	0	1	1
AT4TE27210	0	0	0	1	1
AT4TE27215	0	0	0	1	1
AT4TE27240	0	0	0	1	1
AT4TE27245	0	0	0	1	1
AT4TE27255	0	669.725039445211	3.17167668780273	0.270233133823839	1
AT4TE27260	19.5471234953831	13.0304006342332	-0.207217037566784	1	1
AT4TE27265	0	0	0	1	1
AT4TE27310	0	0	0	1	1
AT4TE27315	0	0	0	1	1
AT4TE27320	0	0	0	1	1
AT4TE27325	0	0	0	1	1
AT4TE27340	0	0	0	1	1
AT4TE27345	0	0	0	1	1
AT4TE27350	0	0	0	1	1
AT4TE27355	0	0	0	1	1
AT4TE27360	0	0	0	1	1
AT4TE27365	0	0	0	1	1
AT4TE27370	0	0	0	1	1
AT4TE27380	0	0	0	1	1
AT4TE27385	0	0	0	1	1
AT4TE27390	0	0	0	1	1
AT4TE27395	0	0	0	1	1
AT4TE27430	0	0	0	1	1
AT4TE27435	0	0	0	1	1
AT4TE27440	0	0	0	1	1
AT4TE27445	0	0	0	1	1
AT4TE27450	0	0	0	1	1
AT4TE27455	0	0	0	1	1
AT4TE27480	0	0	0	1	1
AT4TE27485	0	0	0	1	1
AT4TE27490	0	0	0	1	1
AT4TE27520	0	0	0	1	1
AT4TE27525	0	0	0	1	1
AT4TE27630	0	0	0	1	1
AT4TE27635	0	0	0	1	1
AT4TE27640	0	0	0	1	1
AT4TE27645	0	0	0	1	1
AT4TE27650	0	0	0	1	1
AT4TE27660	0	0	0	1	1
AT4TE27670	0	0	0	1	1
AT4TE27675	0	0	0	1	1
AT4TE27700	0	0	0	1	1
AT4TE27705	0	0	0	1	1
AT4TE27715	0	0	0	1	1
AT4TE27720	0	0	0	1	1
AT4TE27725	0	0	0	1	1
AT4TE27770	0	0	0	1	1
AT4TE27775	0	0	0	1	1
AT4TE27780	0	0	0	1	1
AT4TE27785	0	0	0	1	1
AT4TE27790	0	0	0	1	1
AT4TE27795	0	0	0	1	1
AT4TE27800	0	0	0	1	1
AT4TE27910	0	0	0	1	1
AT4TE27915	1.84881652435618	5.66460586839949	1.31681657259683	0.4953148632674	1
AT4TE27920	0	0	0	1	1
AT4TE27925	0	0	0	1	1
AT4TE27930	0	0	0	1	1
AT4TE27960	0	0	0	1	1
AT4TE27965	0	0	0	1	1
AT4TE27970	0	0	0	1	1
AT4TE27975	0	0	0	1	1
AT4TE27980	0	0	0	1	1
AT4TE27990	0	0	0	1	1
AT4TE27995	0	0	0	1	1
AT4TE28000	0	0	0	1	1
AT4TE28005	0	0	0	1	1
AT4TE28010	0	0	0	1	1
AT4TE28015	0	0	0	1	1
AT4TE28020	0	0	0	1	1
AT4TE28025	0	0	0	1	1
AT4TE28030	0	0	0	1	1
AT4TE28035	0	0	0	1	1
AT4TE28040	0	0	0	1	1
AT4TE28060	0	0	0	1	1
AT4TE28065	0	0	0	1	1
AT4TE28070	0	0	0	1	1
AT4TE28110	0	0	0	1	1
AT4TE28120	0	0	0	1	1
AT4TE28140	0	0	0	1	1
AT4TE28145	0	0	0	1	1
AT4TE28150	0	0	0	1	1
AT4TE28155	0	0	0	1	1
AT4TE28160	0	0	0	1	1
AT4TE28170	0	0	0	1	1
AT4TE28175	0	0	0	1	1
AT4TE28180	0	0	0	1	1
AT4TE28185	0	0	0	1	1
AT4TE28200	301.800538006411	437.645011870609	0.533609263358124	0.267107398675188	1
AT4TE28205	0	0	0	1	1
AT4TE28210	0	0	0	1	1
AT4TE28215	0	0	0	1	1
AT4TE28220	0	0	0	1	1
AT4TE28225	0	0	0	1	1
AT4TE28230	0	0	0	1	1
AT4TE28235	0	0	0	1	1
AT4TE28360	0	0	0	1	1
AT4TE28365	0	0	0	1	1
AT4TE28370	0	0	0	1	1
AT4TE28375	0	0	0	1	1
AT4TE28380	0	0	0	1	1
AT4TE28400	0	0	0	1	1
AT4TE28405	0	0	0	1	1
AT4TE28410	0	0	0	1	1
AT4TE28415	0	0	0	1	1
AT4TE28440	0	0	0	1	1
AT4TE28445	0	0	0	1	1
AT4TE28450	0	0	0	1	1
AT4TE28490	0	0	0	1	1
AT4TE28500	0	0	0	1	1
AT4TE28505	0	0	0	1	1
AT4TE28510	0	0	0	1	1
AT4TE28515	0	0	0	1	1
AT4TE28520	0	0	0	1	1
AT4TE28550	0	0	0	1	1
AT4TE28555	0	0	0	1	1
AT4TE28560	0	0	0	1	1
AT4TE28565	38.7806567742627	47.1920627266993	-0.0776987709435956	1	1
AT4TE28575	0	112.425084541873	2.97799874745331	0.531248654615639	1
AT4TE28600	0	0	0	1	1
AT4TE28605	0	0	0	1	1
AT4TE28615	0	0	0	1	1
AT4TE28625	0	0	0	1	1
AT4TE28630	0	0	0	1	1
AT4TE28635	0	0	0	1	1
AT4TE28640	0	0	0	1	1
AT4TE28645	0	0	0	1	1
AT4TE28650	0	0	0	1	1
AT4TE28655	0	0	0	1	1
AT4TE28660	0	0	0	1	1
AT4TE28665	0	0	0	1	1
AT4TE28670	0	0	0	1	1
AT4TE28675	0	0	0	1	1
AT4TE28680	0	0	0	1	1
AT4TE28685	0	0	0	1	1
AT4TE28690	0	0	0	1	1
AT4TE28720	0	0	0	1	1
AT4TE28725	0	0	0	1	1
AT4TE28740	0	0	0	1	1
AT4TE28745	0	0	0	1	1
AT4TE28750	0	0	0	1	1
AT4TE28850	0	0	0	1	1
AT4TE28860	8.32752965927672	0	-1.92212565562079	1	1
AT4TE28865	0	0	0	1	1
AT4TE28870	0	0	0	1	1
AT4TE28875	0	0	0	1	1
AT4TE28880	0	0	0	1	1
AT4TE28980	0	0	0	1	1
