WT	drdd	logFC_drdd_WT	PValue_drdd_WT	FDR_drdd_WT
AT1TE51455	0	0	0	1	1
AT1TE51460	0	0	0	1	1
AT1TE51465	0	0	0	1	1
AT1TE51470	0	0	0	1	1
AT1TE51475	0	0	0	1	1
AT1TE51480	0	0	0	1	1
AT1TE51485	0	0	0	1	1
AT1TE51490	0	0	0	1	1
AT1TE51495	0	0	0	1	1
AT1TE51500	0	0	0	1	1
AT1TE51505	0	0	0	1	1
AT1TE51510	0	0	0	1	1
AT1TE51515	0	0	0	1	1
AT1TE51520	0	0	0	1	1
AT1TE51525	0	0	0	1	1
AT1TE51530	0	0	0	1	1
AT1TE51535	0	0	0	1	1
AT1TE51540	0	0	0	1	1
AT1TE51545	0	0	0	1	1
AT1TE51550	0	0	0	1	1
AT1TE51555	0	0	0	1	1
AT1TE51560	0	0	0	1	1
AT1TE51570	0	0	0	1	1
AT1TE51575	0	0	0	1	1
AT1TE51580	0	0	0	1	1
AT1TE51585	0	0	0	1	1
AT1TE51590	0	0	0	1	1
AT1TE51595	0	0	0	1	1
AT1TE51600	0	0	0	1	1
AT1TE51605	0	0	0	1	1
AT1TE51610	0	0	0	1	1
AT1TE51615	0	0	0	1	1
AT1TE51620	0	0	0	1	1
AT1TE51625	0	0	0	1	1
AT1TE51630	0	0	0	1	1
AT1TE51635	0	0	0	1	1
AT1TE51640	0	0	0	1	1
AT1TE51645	0	0	0	1	1
AT1TE51650	0	0	0	1	1
AT1TE51655	0	0	0	1	1
AT1TE51660	0	0	0	1	1
AT1TE51665	0	0	0	1	1
AT1TE51670	0	0	0	1	1
AT1TE51675	0	0	0	1	1
AT1TE51680	0	0	0	1	1
AT1TE51685	0	0	0	1	1
AT1TE51690	0	1.94225738662134	2.55155136544535	0.515245162944183	1
AT1TE51695	0	0	0	1	1
AT1TE51700	0	0	0	1	1
AT1TE51705	0	0	0	1	1
AT1TE51710	0	0	0	1	1
AT1TE51715	0	0	0	1	1
AT1TE51720	0	0	0	1	1
AT1TE51725	0	0	0	1	1
AT1TE51730	0	0	0	1	1
AT1TE51735	2.59857212988995	0	-3.5890470085033	0.157506122646319	1
AT1TE51740	0	0	0	1	1
AT1TE51745	0	0	0	1	1
AT1TE51750	0	0	0	1	1
AT1TE51755	0	0	0	1	1
AT1TE51760	0	0	0	1	1
AT1TE51765	0	0	0	1	1
AT1TE51770	0	0	0	1	1
AT1TE51775	0	0	0	1	1
AT1TE51780	0	0	0	1	1
AT1TE51785	0	0	0	1	1
AT1TE51790	0	0	0	1	1
AT1TE51795	0	0	0	1	1
AT1TE51800	0	0	0	1	1
AT1TE51805	0	0	0	1	1
AT1TE51810	0	0	0	1	1
AT1TE51815	0	0	0	1	1
AT1TE51820	0	0	0	1	1
AT1TE51825	0	0	0	1	1
AT1TE51830	0	0	0	1	1
AT1TE51835	0	0	0	1	1
AT1TE51840	0	0	0	1	1
AT1TE51845	0	0	0	1	1
AT1TE51850	0	0	0	1	1
AT1TE51855	0	0	0	1	1
AT1TE51860	0	0	0	1	1
AT1TE51865	0	0	0	1	1
AT1TE51870	0	0	0	1	1
AT1TE51875	0	0	0	1	1
AT1TE51880	0	0	0	1	1
AT1TE51885	0	0	0	1	1
AT1TE51890	0	0	0	1	1
AT1TE51895	0	0	0	1	1
AT1TE51900	0	0	0	1	1
AT1TE51905	0	0	0	1	1
AT1TE51910	0	0	0	1	1
AT1TE51915	0	0	0	1	1
AT1TE51920	0	0	0	1	1
AT1TE51925	0	0	0	1	1
AT1TE51930	0	0	0	1	1
AT1TE51935	0	0	0	1	1
AT1TE51940	0	0	0	1	1
AT1TE51945	0	0	0	1	1
AT1TE51950	0	0	0	1	1
AT1TE51955	0	0	0	1	1
AT1TE51960	0	0	0	1	1
AT1TE51965	0	0	0	1	1
AT1TE51970	0	0	0	1	1
AT1TE51975	0	0	0	1	1
AT1TE51980	0	0	0	1	1
AT1TE51985	0	0	0	1	1
AT1TE51990	0	0	0	1	1
AT1TE52000	0	0	0	1	1
AT1TE52005	0	0	0	1	1
AT1TE52010	0	0	0	1	1
AT1TE52015	0	0	0	1	1
AT1TE52020	0	0	0	1	1
AT1TE52025	0	0	0	1	1
AT1TE52030	0	0	0	1	1
AT1TE52035	0	0	0	1	1
AT1TE52040	0	0	0	1	1
AT1TE52045	0	0	0	1	1
AT1TE52050	0	0	0	1	1
AT1TE52055	0	0	0	1	1
AT1TE52060	0	0	0	1	1
AT1TE52065	0	0	0	1	1
AT1TE52070	0	0	0	1	1
AT1TE52075	0	0	0	1	1
AT1TE52080	0	0	0	1	1
AT1TE52085	0	0	0	1	1
AT1TE52090	0	0	0	1	1
AT1TE52095	0	0	0	1	1
AT1TE52100	0	0	0	1	1
AT1TE52105	0	0	0	1	1
AT1TE52110	0	0	0	1	1
AT1TE52115	0	0	0	1	1
AT1TE52120	0	0	0	1	1
AT1TE52125	0	0	0	1	1
AT1TE52130	0	0	0	1	1
AT1TE52135	0	0	0	1	1
AT1TE52160	0	0	0	1	1
AT1TE52165	0	0	0	1	1
AT1TE52170	0	0	0	1	1
AT1TE52175	0	0	0	1	1
AT1TE52180	0	0	0	1	1
AT1TE52185	0	0	0	1	1
AT1TE52190	0	0	0	1	1
AT1TE52195	0	0	0	1	1
AT1TE52200	0	0	0	1	1
AT1TE52205	0	0	0	1	1
AT1TE52210	0	0	0	1	1
AT1TE52215	0	0	0	1	1
AT1TE52220	0	0	0	1	1
AT1TE52225	0	0	0	1	1
AT1TE52235	0	0	0	1	1
AT1TE52240	0	0	0	1	1
AT1TE52245	0	0	0	1	1
AT1TE52250	0	0	0	1	1
AT1TE52255	0	0	0	1	1
AT1TE52260	0	0	0	1	1
AT1TE52265	0	0	0	1	1
AT1TE52270	0	0	0	1	1
AT1TE52275	0	0	0	1	1
AT1TE52280	0	0	0	1	1
AT1TE52285	0	20.3978001489474	1.80132935069439	1	1
AT1TE52290	0	0	0	1	1
AT1TE52295	0	0	0	1	1
AT1TE52300	0	0	0	1	1
AT1TE52305	0	0	0	1	1
AT1TE52310	0	0	0	1	1
AT1TE52315	0	0	0	1	1
AT1TE52320	0	0	0	1	1
AT1TE52350	0	0	0	1	1
AT1TE52355	0	0	0	1	1
AT1TE52360	0	0	0	1	1
AT1TE52365	0	0	0	1	1
AT1TE52370	0	0	0	1	1
AT1TE52375	0	0	0	1	1
AT1TE52380	0	0	0	1	1
AT1TE52385	0	0	0	1	1
AT1TE52390	0	0	0	1	1
AT1TE52395	0	0	0	1	1
AT1TE52400	0	0	0	1	1
AT1TE52405	0	0	0	1	1
AT1TE52410	0	0	0	1	1
AT1TE52415	0	0	0	1	1
AT1TE52420	0	0	0	1	1
AT1TE52425	0	0	0	1	1
AT1TE52435	0	0	0	1	1
AT1TE52440	0	0	0	1	1
AT1TE52445	0	0	0	1	1
AT1TE52450	0	0	0	1	1
AT1TE52455	0	0	0	1	1
AT1TE52460	0	0	0	1	1
AT1TE52465	0	0	0	1	1
AT1TE52470	0	0	0	1	1
AT1TE52475	0	0	0	1	1
AT1TE52480	0	0	0	1	1
AT1TE52485	0	0	0	1	1
AT1TE52490	0	0	0	1	1
AT1TE52495	0	0	0	1	1
AT1TE52520	0	0	0	1	1
AT1TE52530	0	0	0	1	1
AT1TE52535	0	0	0	1	1
AT1TE52540	0	0	0	1	1
AT1TE52545	0	0	0	1	1
AT1TE52550	0	0	0	1	1
AT1TE52555	0	0	0	1	1
AT1TE52560	0	0	0	1	1
AT1TE52565	0	0	0	1	1
AT1TE52570	0	0	0	1	1
AT1TE52575	0	0	0	1	1
AT1TE52580	0	0	0	1	1
AT1TE52585	0	0	0	1	1
AT1TE52590	0	0	0	1	1
AT1TE52595	0	0	0	1	1
AT1TE52600	0	0	0	1	1
AT1TE52605	0	0	0	1	1
AT1TE52610	0	0	0	1	1
AT1TE52615	0	0	0	1	1
AT1TE52620	0	0	0	1	1
AT1TE52625	0	0	0	1	1
AT1TE52630	0	0	0	1	1
AT1TE52635	0	0	0	1	1
AT1TE52640	0	0	0	1	1
AT1TE52645	0	0	0	1	1
AT1TE52650	0	0	0	1	1
AT1TE52670	426.876159097361	513.655455207903	0.38234820212329	0.778960489740862	1
AT1TE52675	0	0	0	1	1
AT1TE52685	0	0	0	1	1
AT1TE52690	0	0	0	1	1
AT1TE52695	0	0	0	1	1
AT1TE52700	0	0	0	1	1
AT1TE52705	0	0	0	1	1
AT1TE52710	0	0	0	1	1
AT1TE52715	0	0	0	1	1
AT1TE52720	0	0	0	1	1
AT1TE52725	0	0	0	1	1
AT1TE52730	0	0	0	1	1
AT1TE52735	0	0	0	1	1
AT1TE52740	0	0	0	1	1
AT1TE52745	0	0	0	1	1
AT1TE52750	0	0	0	1	1
AT1TE52755	0	0	0	1	1
AT1TE52760	0	0	0	1	1
AT1TE52765	0	0	0	1	1
AT1TE52770	0	0	0	1	1
AT1TE52775	0	0	0	1	1
AT1TE52780	0	0	0	1	1
AT1TE52785	0	0	0	1	1
AT1TE52790	0	0	0	1	1
AT1TE52795	0	0	0	1	1
AT1TE52800	0	0	0	1	1
AT1TE52805	0	0	0	1	1
AT1TE52810	0	0	0	1	1
AT1TE52815	0	0	0	1	1
AT1TE52820	0	0	0	1	1
AT1TE52825	0	0	0	1	1
AT1TE52830	0	0	0	1	1
AT1TE52835	0	0	0	1	1
AT1TE52840	0	0	0	1	1
AT1TE52845	0	0	0	1	1
AT1TE52850	0	0	0	1	1
AT1TE52855	0	0	0	1	1
AT1TE52860	0	2.17451739080663	2.60394744831028	0.510569008947242	1
AT1TE52865	0	0	0	1	1
AT1TE52870	0	0	0	1	1
AT1TE52875	0	0	0	1	1
AT1TE52880	0	0	0	1	1
AT1TE52885	0	0	0	1	1
AT1TE52890	0	0	0	1	1
AT1TE52895	0	0	0	1	1
AT1TE52900	0	0	0	1	1
AT1TE52910	0	0	0	1	1
AT1TE52915	0	0	0	1	1
AT1TE52920	0	0	0	1	1
AT1TE52925	0	0	0	1	1
AT1TE52930	0	0	0	1	1
AT1TE52935	0	0	0	1	1
AT1TE52940	0	0	0	1	1
AT1TE52945	0	0	0	1	1
AT1TE52950	0	0	0	1	1
AT1TE52955	0	0	0	1	1
AT1TE52960	0	0	0	1	1
AT1TE52965	0	0	0	1	1
AT1TE52970	0	0	0	1	1
AT1TE52975	0	0	0	1	1
AT1TE52980	0	0	0	1	1
AT1TE52985	0	0	0	1	1
AT1TE52990	0	0	0	1	1
AT1TE52995	0	0	0	1	1
AT1TE53000	0	0	0	1	1
AT1TE53005	0	0	0	1	1
AT1TE53015	0	0	0	1	1
AT1TE53020	0	0	0	1	1
AT1TE53025	0	0	0	1	1
AT1TE53030	0	0	0	1	1
AT1TE53035	0	0	0	1	1
AT1TE53040	0	0	0	1	1
AT1TE53045	0	0	0	1	1
AT1TE53050	0	0	0	1	1
AT1TE53055	0	0	0	1	1
AT1TE53060	0	0	0	1	1
AT1TE53065	0	0	0	1	1
AT1TE53070	58.015862534297	186.622013086355	1.51569485144176	0.64181435213528	1
AT1TE53075	0	0	0	1	1
AT1TE53080	0	0	0	1	1
AT1TE53085	0	0	0	1	1
AT1TE53090	0	0	0	1	1
AT1TE53095	0	0	0	1	1
AT1TE53100	0	0	0	1	1
AT1TE53105	0	0	0	1	1
AT1TE53115	0	0	0	1	1
AT1TE53125	0	0	0	1	1
AT1TE53130	0	0	0	1	1
AT1TE53135	0	0	0	1	1
AT1TE53140	0	0	0	1	1
AT1TE53145	0	0	0	1	1
AT1TE53150	0	0	0	1	1
AT1TE53155	0	0	0	1	1
AT1TE53160	0	0	0	1	1
AT1TE53165	0	0	0	1	1
AT1TE53170	0	0	0	1	1
AT1TE53175	0	0	0	1	1
AT1TE53180	0	0	0	1	1
AT1TE53185	0	0	0	1	1
AT1TE53190	0	0	0	1	1
AT1TE53195	0	0	0	1	1
AT1TE53200	0	0	0	1	1
AT1TE53205	0	0	0	1	1
AT1TE53210	0	0	0	1	1
AT1TE53215	0	0	0	1	1
AT1TE53230	0	0	0	1	1
AT1TE53235	0	0	0	1	1
AT1TE53240	0	0	0	1	1
AT1TE53245	0	0	0	1	1
AT1TE53250	0	0	0	1	1
AT1TE53255	0	0	0	1	1
AT1TE53260	0	0	0	1	1
AT1TE53265	0	0	0	1	1
AT1TE53270	0	0	0	1	1
AT1TE53275	0	0	0	1	1
AT1TE53280	0	0	0	1	1
AT1TE53285	0	0	0	1	1
AT1TE53290	0	0	0	1	1
AT1TE53295	0	0	0	1	1
AT1TE53300	0	0	0	1	1
AT1TE53305	0	0	0	1	1
AT1TE53310	0	0	0	1	1
AT1TE53315	0	0	0	1	1
AT1TE53320	7.29955851999382	0	-1.94160732407763	1	1
AT1TE53325	0	0	0	1	1
AT1TE53330	0	0	0	1	1
AT1TE53335	0	0	0	1	1
AT1TE53340	0	0	0	1	1
AT1TE53345	0	0	0	1	1
AT1TE53350	0	0	0	1	1
AT1TE53355	0	0	0	1	1
AT1TE53365	0	0	0	1	1
AT1TE53370	0	0	0	1	1
AT1TE53375	0	0	0	1	1
AT1TE53380	0	0	0	1	1
AT1TE53385	0	0	0	1	1
AT1TE53390	0	0	0	1	1
AT1TE53395	0	0	0	1	1
AT1TE53405	0	0	0	1	1
AT1TE53410	0	0	0	1	1
AT1TE53415	0	0	0	1	1
AT1TE53420	0	0	0	1	1
AT1TE53425	0	0	0	1	1
AT1TE53430	0	0	0	1	1
AT1TE53435	0	0	0	1	1
AT1TE53450	0	0	0	1	1
AT1TE53460	0	0	0	1	1
AT1TE53465	0	0	0	1	1
AT1TE53470	0	0	0	1	1
AT1TE53475	0	0	0	1	1
AT1TE53480	0	0	0	1	1
AT1TE53485	0	0	0	1	1
AT1TE53490	0	0	0	1	1
AT1TE53495	0	0	0	1	1
AT1TE53500	0	0	0	1	1
AT1TE53505	0	0	0	1	1
AT1TE53510	0	0	0	1	1
AT1TE53515	0	0	0	1	1
AT1TE53520	0	0	0	1	1
AT1TE53525	0	0	0	1	1
AT1TE53530	0	0	0	1	1
AT1TE53535	0	0	0	1	1
AT1TE53540	0	0	0	1	1
AT1TE53545	0	0	0	1	1
AT1TE53550	0	0	0	1	1
AT1TE53555	0	0	0	1	1
AT1TE53560	0	0	0	1	1
AT1TE53565	0	0	0	1	1
AT1TE53570	0	0	0	1	1
AT1TE53575	0	0	0	1	1
AT1TE53600	0	32.3510446655678	2.73342873512126	0.545671512145468	1
AT1TE53610	397.920205724672	608.176656493948	0.3736119243574	0.795596017671253	1
AT1TE53615	0	0	0	1	1
AT1TE53620	0	0	0	1	1
AT1TE53625	0	0	0	1	1
AT1TE53630	0	0	0	1	1
AT1TE53635	0	2.86884067741642	3.35483904100773	0.399611933479854	1
AT1TE53640	0	0	0	1	1
AT1TE53645	0	0	0	1	1
AT1TE53650	0	0	0	1	1
AT1TE53655	0	0	0	1	1
AT1TE53660	0	0	0	1	1
AT1TE53665	0	0	0	1	1
AT1TE53670	0	0	0	1	1
AT1TE53675	0	0	0	1	1
AT1TE53680	0	0	0	1	1
AT1TE53685	0	0	0	1	1
AT1TE53690	0	0	0	1	1
AT1TE53695	0	0	0	1	1
AT1TE53700	0	0	0	1	1
AT1TE53710	6.18548266275474	18.2108122855084	1.60719452068677	0.108834467348581	1
AT1TE53715	0	0	0	1	1
AT1TE53720	0	0	0	1	1
AT1TE53725	22.6723710723534	0	-1.92212727648514	1	1
AT1TE53730	0	0	0	1	1
AT1TE53735	0	0	0	1	1
AT1TE53740	0	0	0	1	1
AT1TE53745	0	0	0	1	1
AT1TE53750	0	0	0	1	1
AT1TE53755	0	0	0	1	1
AT1TE53760	0	0	0	1	1
AT1TE53765	0	0	0	1	1
AT1TE53770	0	0	0	1	1
AT1TE53775	0	0	0	1	1
AT1TE53780	0	0	0	1	1
AT1TE53785	0	0	0	1	1
AT1TE53790	0	0	0	1	1
AT1TE53795	0	0	0	1	1
AT1TE53800	0	0	0	1	1
AT1TE53805	0	0	0	1	1
AT1TE53810	0	0	0	1	1
AT1TE53815	1.29080533194298	0	-1.92212725366406	0.999999999999999	1
AT1TE53820	0	0	0	1	1
AT1TE53825	0	0	0	1	1
AT1TE53830	0	0	0	1	1
AT1TE53835	0	0	0	1	1
AT1TE53840	0	0	0	1	1
AT1TE53845	0	0	0	1	1
AT1TE53850	0	0	0	1	1
AT1TE53855	0	0	0	1	1
AT1TE53860	0	0	0	1	1
AT1TE53865	0	0	0	1	1
AT1TE53870	0	0	0	1	1
AT1TE53875	0	0	0	1	1
AT1TE53880	0	0	0	1	1
AT1TE53885	0	0	0	1	1
AT1TE53890	0	0	0	1	1
AT1TE53895	0	0	0	1	1
AT1TE53900	0	0	0	1	1
AT1TE53905	0	0	0	1	1
AT1TE53915	6.09049829499961	0	-1.92212723084275	1	1
AT1TE53920	0	0	0	1	1
AT1TE53925	0	0	0	1	1
AT1TE53930	0	0	0	1	1
AT1TE53935	0	0	0	1	1
AT1TE53940	0	0	0	1	1
AT1TE53945	0	0	0	1	1
AT1TE53955	0	0	0	1	1
AT1TE53960	0	0	0	1	1
AT1TE53965	0	0	0	1	1
AT1TE53970	0	0	0	1	1
AT1TE53975	0	0	0	1	1
AT1TE53980	0	0	0	1	1
AT1TE53985	0	0	0	1	1
AT1TE53990	0	0	0	1	1
AT1TE53995	0	0	0	1	1
AT1TE54000	0	0	0	1	1
AT1TE54005	1.39702544870395	0	-1.9221272080212	1	1
AT1TE54010	0	0	0	1	1
AT1TE54015	0	0	0	1	1
AT1TE54020	0	0	0	1	1
AT1TE54025	0	0	0	1	1
AT1TE54030	0	0	0	1	1
AT1TE54035	0	0	0	1	1
AT1TE54040	0	0	0	1	1
AT1TE54045	0	0	0	1	1
AT1TE54050	0	0	0	1	1
AT1TE54055	0	0	0	1	1
AT1TE54060	0	0	0	1	1
AT1TE54065	0	0	0	1	1
AT1TE54070	0	0	0	1	1
AT1TE54075	0	0	0	1	1
AT1TE54085	0	0	0	1	1
AT1TE54090	0	0	0	1	1
AT1TE54095	292.851459684565	0	-1.92212718519943	1	1
AT1TE54100	211.529379028041	0	-5.84494034077287	4.05376952253801e-05	0.0486280837070916
AT1TE54110	0	0	0	1	1
AT1TE54115	0	0	0	1	1
AT1TE54120	0	0	0	1	1
AT1TE54125	0	0	0	1	1
AT1TE54130	0	0	0	1	1
AT1TE54135	0	0	0	1	1
AT1TE54140	0	0	0	1	1
AT1TE54145	0	0	0	1	1
AT1TE54160	0	0	0	1	1
AT1TE54165	0	0	0	1	1
AT1TE54170	0	0	0	1	1
AT1TE54175	0	0	0	1	1
AT1TE54180	0	0	0	1	1
AT1TE54185	0	0	0	1	1
AT1TE54190	0	0	0	1	1
AT1TE54200	0	0	0	1	1
AT1TE54205	0	0	0	1	1
AT1TE54210	0	0	0	1	1
AT1TE54220	0	0	0	1	1
AT1TE54225	0	0	0	1	1
AT1TE54230	0	0	0	1	1
AT1TE54235	0	0	0	1	1
AT1TE54240	0	0	0	1	1
AT1TE54245	0	0	0	1	1
AT1TE54250	0	0	0	1	1
AT1TE54255	0	0	0	1	1
AT1TE54260	0	0	0	1	1
AT1TE54265	0	0	0	1	1
AT1TE54270	0	0	0	1	1
AT1TE54275	0	0	0	1	1
AT1TE54280	0	0	0	1	1
AT1TE54285	0	0	0	1	1
AT1TE54290	0	0	0	1	1
AT1TE54295	0	0	0	1	1
AT1TE54300	0	0	0	1	1
AT1TE54305	0	0	0	1	1
AT1TE54310	0	0	0	1	1
AT1TE54315	0	0	0	1	1
AT1TE54320	0	0	0	1	1
AT1TE54330	2524.08146281663	1739.97359076926	-0.557746617037926	0.0760793716265651	1
AT1TE54340	0	0	0	1	1
AT1TE54345	0	0	0	1	1
AT1TE54350	0	0	0	1	1
AT1TE54355	0	0	0	1	1
AT1TE54360	0	0	0	1	1
AT1TE54365	0	0	0	1	1
AT1TE54370	0	0	0	1	1
AT1TE54375	0	0	0	1	1
AT1TE54385	0	0	0	1	1
AT1TE54390	0	0	0	1	1
AT1TE54400	0	0	0	1	1
AT1TE54405	0	0	0	1	1
AT1TE54410	0	0	0	1	1
AT1TE54415	0	0	0	1	1
AT1TE54420	0	0	0	1	1
AT1TE54425	0	0	0	1	1
AT1TE54430	0	0	0	1	1
AT1TE54435	0	0	0	1	1
AT1TE54440	0	0	0	1	1
AT1TE54445	0	0	0	1	1
AT1TE54450	0	0	0	1	1
AT1TE54455	0	0	0	1	1
AT1TE54460	0	0	0	1	1
AT1TE54465	0	0	0	1	1
AT1TE54470	0	0	0	1	1
AT1TE54475	0	0	0	1	1
AT1TE54480	0	0	0	1	1
AT1TE54485	0	0	0	1	1
AT1TE54490	0	0	0	1	1
AT1TE54495	0	0	0	1	1
AT1TE54500	0	0	0	1	1
AT1TE54505	0	0	0	1	1
AT1TE54510	0	0	0	1	1
AT1TE54515	0	0	0	1	1
AT1TE54525	0	0	0	1	1
AT1TE54530	0	0	0	1	1
AT1TE54535	0	0	0	1	1
AT1TE54545	0	0	0	1	1
AT1TE54550	0	0	0	1	1
AT1TE54555	0	0	0	1	1
AT1TE54560	0	0	0	1	1
AT1TE54565	0	0	0	1	1
AT1TE54570	0	0	0	1	1
AT1TE54580	0	0	0	1	1
AT1TE54585	1.31298991825697	4.35788373543702	1.5179873913319	0.64173267907664	1
AT1TE54590	18.406047758343	0	-2.71135660267414	0.527104359695514	1
AT1TE54595	0	0	0	1	1
AT1TE54600	0	0	0	1	1
AT1TE54605	0	0	0	1	1
AT1TE54610	0	0	0	1	1
AT1TE54615	0	0	0	1	1
AT1TE54625	1.35046234949481	0	-1.92447024062434	0.999999999999999	1
AT1TE54630	0	0	0	1	1
AT1TE54640	0	0	0	1	1
AT1TE54645	0	0	0	1	1
AT1TE54650	0	0	0	1	1
AT1TE54655	0	0	0	1	1
AT1TE54660	0	0	0	1	1
AT1TE54665	0	0	0	1	1
AT1TE54670	0	0	0	1	1
AT1TE54675	0	0	0	1	1
AT1TE54680	0	0	0	1	1
AT1TE54685	0	0	0	1	1
AT1TE54690	0	0	0	1	1
AT1TE54695	0	0	0	1	1
AT1TE54700	0	0	0	1	1
AT1TE54705	0	0	0	1	1
AT1TE54710	0	0	0	1	1
AT1TE54715	0	0	0	1	1
AT1TE54720	0	8.44655278930028	1.84960112324962	1	1
AT1TE54725	0	0	0	1	1
AT1TE54730	0	0	0	1	1
AT1TE54735	0	0	0	1	1
AT1TE54740	0	0	0	1	1
AT1TE54750	0	0	0	1	1
AT1TE54755	0	0	0	1	1
AT1TE54760	0	0	0	1	1
AT1TE54765	0	0	0	1	1
AT1TE54770	0	0	0	1	1
AT1TE54780	10487.6939597911	11584.7122136044	0.129151044103795	0.433770576822933	1
AT1TE54790	0	0	0	1	1
AT1TE54795	0	0	0	1	1
AT1TE54800	0	0	0	1	1
AT1TE54805	2.57072282600616	1.21989768377184	-0.99251141226977	0.714436602060139	1
AT1TE54810	0	0	0	1	1
AT1TE54815	0	0	0	1	1
AT1TE54820	34.3695868094177	0	-1.92447023016079	1	1
AT1TE54825	120.866380279785	93.6837920628587	-0.394168282234185	1	1
AT1TE54830	0	0	0	1	1
AT1TE54835	379.685349749038	407.463072175709	0.135492647922959	0.745861780656655	1
AT1TE54840	0	59.6824522876608	1.80132909582409	0.999999999999999	1
AT1TE54845	206.90002975777	231.29497204972	0.229752116683059	0.862793147120328	1
AT1TE54850	160.495553063679	141.531681126228	-0.0500762107103717	1	1
AT1TE54880	0	0	0	1	1
AT1TE54885	0	0	0	1	1
AT1TE54890	0	0	0	1	1
AT1TE54895	0	0	0	1	1
AT1TE54900	0	0	0	1	1
AT1TE54905	291.437098963606	842.690560892042	1.29891595226955	0.311910988343219	1
AT1TE54915	0	0	0	1	1
AT1TE54920	0	0	0	1	1
AT1TE54925	0	0	0	1	1
AT1TE54930	0	0	0	1	1
AT1TE54935	0	0	0	1	1
AT1TE54940	0	0	0	1	1
AT1TE54945	0	0	0	1	1
AT1TE54950	0	0	0	1	1
AT1TE54960	0	0	0	1	1
AT1TE54965	0	0	0	1	1
AT1TE54970	0	0	0	1	1
AT1TE54975	0	0	0	1	1
AT1TE54980	0	0	0	1	1
AT1TE54985	0	0	0	1	1
AT1TE54990	0	0	0	1	1
AT1TE54995	0	0	0	1	1
AT1TE55000	0	0	0	1	1
AT1TE55005	0	0	0	1	1
AT1TE55010	0	0	0	1	1
AT1TE55015	0	0	0	1	1
AT1TE55020	0	0	0	1	1
AT1TE55025	0	0	0	1	1
AT1TE55030	0	200.87050537049	2.60234912551253	0.510483942605981	1
AT1TE55035	0	0	0	1	1
AT1TE55040	0	0	0	1	1
AT1TE55045	0	0	0	1	1
AT1TE55050	0	0	0	1	1
AT1TE55055	0	0	0	1	1
AT1TE55060	0	0	0	1	1
AT1TE55065	0	0	0	1	1
AT1TE55070	0	0	0	1	1
AT1TE55075	0	0	0	1	1
AT1TE55080	0	0	0	1	1
AT1TE55085	0	0	0	1	1
AT1TE55090	0	0	0	1	1
AT1TE55095	0	0	0	1	1
AT1TE55100	0	0	0	1	1
AT1TE55105	0	0	0	1	1
AT1TE55110	0	0	0	1	1
AT1TE55115	0	0	0	1	1
AT1TE55120	0	0	0	1	1
AT1TE55125	0	0	0	1	1
AT1TE55130	0	0	0	1	1
AT1TE55135	0	0	0	1	1
AT1TE55140	0	0	0	1	1
AT1TE55145	0	0	0	1	1
AT1TE55150	0	0	0	1	1
AT1TE55155	0	0	0	1	1
AT1TE55160	0	0	0	1	1
AT1TE55165	0	0	0	1	1
AT1TE55170	0	0	0	1	1
AT1TE55175	0	0	0	1	1
AT1TE55180	0	0	0	1	1
AT1TE55185	0	0	0	1	1
AT1TE55190	0	0	0	1	1
AT1TE55195	0	0	0	1	1
AT1TE55200	0	0	0	1	1
AT1TE55205	0	0	0	1	1
AT1TE55210	0	0	0	1	1
AT1TE55230	0	0	0	1	1
AT1TE55235	0	0	0	1	1
AT1TE55240	0	0	0	1	1
AT1TE55245	0	0	0	1	1
AT1TE55250	0	0	0	1	1
AT1TE55255	0	0	0	1	1
AT1TE55260	0	0	0	1	1
AT1TE55290	0	0	0	1	1
AT1TE55295	0	0	0	1	1
AT1TE55305	0	0	0	1	1
AT1TE55310	0	0	0	1	1
AT1TE55315	0	0	0	1	1
AT1TE55320	0	0	0	1	1
AT1TE55325	0	0	0	1	1
AT1TE55330	0	0	0	1	1
AT1TE55335	0	0	0	1	1
AT1TE55340	0	0	0	1	1
AT1TE55345	0	0	0	1	1
AT1TE55350	0	0	0	1	1
AT1TE55355	0	0	0	1	1
AT1TE55360	0	0	0	1	1
AT1TE55365	0	0	0	1	1
AT1TE55370	0	0	0	1	1
AT1TE55375	0	0	0	1	1
AT1TE55380	0	0	0	1	1
AT1TE55385	0	0	0	1	1
AT1TE55395	0	0	0	1	1
AT1TE55400	6.71934515528638	23.108406478492	1.57812263963835	0.726463028443844	1
AT1TE55405	0	0	0	1	1
AT1TE55410	0	0	0	1	1
AT1TE55415	0	0	0	1	1
AT1TE55425	0	0	0	1	1
AT1TE55430	0	0	0	1	1
AT1TE55435	0	0	0	1	1
AT1TE55440	0	0	0	1	1
AT1TE55450	0	0	0	1	1
AT1TE55455	0	0	0	1	1
AT1TE55460	0	0	0	1	1
AT1TE55490	0	0	0	1	1
AT1TE55495	0	0	0	1	1
AT1TE55500	0	0	0	1	1
AT1TE55505	0	0	0	1	1
AT1TE55510	0	0	0	1	1
AT1TE55515	0	0	0	1	1
AT1TE55520	0	0	0	1	1
AT1TE55525	0	0	0	1	1
AT1TE55530	0	0	0	1	1
AT1TE55535	0	0	0	1	1
AT1TE55540	0	0	0	1	1
AT1TE55550	0	0	0	1	1
AT1TE55555	54.146405695996	154.885428503527	1.45883060923124	0.0524184148498893	1
AT1TE55560	0	0	0	1	1
AT1TE55565	0	0	0	1	1
